"id","title","author","poem_body","dynasty","tac","appreciation","background","self_intro"
217,秋登兰山寄张五 / 九月九日岘山寄张子容,孟浩然,"
北山白云里，隐者自怡悦。相望试登高，心随雁飞灭。(试 一作 始)愁因薄暮起，兴是清秋发。时见归村人，沙行渡头歇。天边树若荠，江畔洲如月。何当载酒来，共醉重阳节。
",唐代,译文 面对北山岭上白云起伏霏霏，我这隐者自己能把欢欣品味。我试着登上高山是为了遥望，心情早就随着鸿雁远去高飞。忧愁每每是薄暮引发的情绪，兴致往往是清秋招致的氛围。在山上时时望见回村的人们，走过沙滩坐在渡口憩息歇累。远看天边的树林活象是荠菜，俯视江畔的沙洲好比是弯月。什么时候你能载酒到这里来，重阳佳节咱们开怀畅饮共醉。注释兰山：一作“万山”。万山，一名汉皋山，又称方山、蔓山，在湖北襄阳西北十里。张五：一作“张子容”，兄弟排行不对，张子容排行第八。有人怀疑张五为张八之误。“北山”,这是一首临秋登高远望，怀念旧友的诗。全诗情随景生，以景烘情，情景交融，浑为一体。“情飘逸而真挚，景情淡而优美。”诗人怀故友而登高，望飞雁而孤寂，临薄暮而惆怅，处清秋而发兴，希望挚友到来一起共度佳节。“愁因薄暮起，兴是清秋发”，“天边树若荠，江畔洲如月”，细细品尝，够人玩味。开头二句从晋代陶弘景《答诏问山中何所有》诗脱化而来，点明”自怡悦“，为登高望远的缘由之一。三四两句起，进入题意。“相望”表明了对张五的思念。由思念而登山远望，望而不见友人，但见北雁南飞。这是写景，又是抒情，情景交融。雁也看不见了，而又近黄昏时分，心头不禁泛起淡淡的哀愁，然,创作背景　　关于此诗题中的“张五”指谁，历来有争议。一说指张諲。张諲曾隐居于襄阳东南三十里的鹿门山。孟浩然园庐在岘山附近，北对万山（一说兰山），因登临以望张五，并写此诗寄意。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。► 334篇诗文
218,夏日南亭怀辛大,孟浩然,"
山光忽西落，池月渐东上。散发乘夕凉，开轩卧闲敞。荷风送香气，竹露滴清响。欲取鸣琴弹，恨无知音赏。感此怀故人，中宵劳梦想。(中宵 一作：终)
",唐代,译文傍山的日影忽然西落了，池塘上的月亮从东面慢慢升起。披散着头发在夜晚乘凉，打开窗户躺卧在幽静宽敞的地方。一阵阵的晚风送来荷花的香气，露水从竹叶上滴下发出清脆的响声。正想拿琴来弹奏，可惜没有知音来欣赏。感慨良宵，怀念起老朋友来，整夜在梦中也苦苦地想念。韵译夕阳忽然间落下了西山，东边池角明月渐渐东上。披散头发今夕恰好乘凉，开窗闲卧多么清静舒畅。清风徐徐送来荷花幽香，竹叶轻轻滴下露珠清响。心想取来鸣琴轻弹一曲，只恨眼前没有知音欣赏。感此良宵不免怀念故友，只,此诗载于《全唐诗》卷一百五十九。下面是四川诗词学会理事、四川大学文学与新闻学院教授周啸天对此诗的赏析。孟浩然诗的特色是“遇景入咏，不拘奇抉异”（皮日休），虽只就闲情逸致作清描淡写，往往能引人渐入佳境。《夏日南亭怀辛大》就是有代表性的名篇。诗的内容可分两部分，既写夏夜水亭纳凉的清爽闲适，同时又表达对友人的怀念。“山光忽西落，池月渐东上”，开篇就是遇景入咏，细味却不止是简单写景，同时写出诗人的主观感受。“忽”、“渐”二字运用之妙，在于它们不但传达出夕阳西下与素月东升给人实际的感觉（一快一慢）；而且，“夏日”可畏而“忽”落，明月可爱而“渐”起，只,创作背景　　南亭，似应在涧南园，位于孟浩然家乡襄阳郊外的岘山附近。辛大疑即辛谔，为作者同乡友人，常于夏日来南亭纳凉，与孟浩然约为琴酒之会。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。► 334篇诗文
219,宿业师山房期丁大不至 / 宿业师山房待丁大不至,孟浩然,"
夕阳度西岭，群壑倏已暝。松月生夜凉，风泉满清听。樵人归欲尽，烟鸟栖初定。之子期宿来，孤琴候萝径。
",唐代,译文夕阳越过了西边的山岭，千山万壑忽然昏暗静寂。月照松林更觉夜晚清凉，风声泉声共鸣分外清晰。山中砍柴人差不多走尽，烟霭中鸟儿刚归巢安息。丁大约定今晚来寺住宿，独自抚琴站在山路等你。注释业师：法名业的僧人。一作“来公”。山房：僧人居所。期：一作“待”。度：过、落。壑：山谷。倏：一下子。满清听：满耳都是清脆的响声。樵人：砍柴的人。烟：炊烟和雾霭。一作“磴”。之：此。子：古代对男子的美称。宿来：一作“未来”。孤琴：一作“孤宿”，或作“,"",创作背景此诗写作年代待考，其背景是这样：孟浩然住在僧人业师的庙里，他的朋友丁大（可能是丁凤，有才华而不得志）约定晚上来庙里和他共宿。天快黑了，丁大还没有来，孟浩然就除庙等候他，并作此诗记其事。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。► 334篇诗文
220,寻西山隐者不遇,丘为,"
绝顶一茅茨，直上三十里。扣关无僮仆，窥室唯案几。若非巾柴车，应是钓秋水。差池不相见，黾勉空仰止。草色新雨中，松声晚窗里。及兹契幽绝，自足荡心耳。虽无宾主意，颇得清净理。兴尽方下山，何必待之子。
",唐代,译文高高的山顶上有一座茅屋，从山下走上去足有三十里。轻扣柴门竟无童仆回问声，窥看室内只有桌案和茶几。主人不是驾着巾柴车外出，一定是到秋水碧潭去钓鱼。错过了时机不能与他见面，空负了殷勤仰慕一片心意。新雨中草色多么青翠葱绿，晚风将松涛声送进窗户里。这清幽境地很合我的雅兴，足可以把身心和耳目荡涤。我虽然还没有和主人交谈，却已经领悟到清净的道理。玩到兴尽就满意地下山去，何必非要和这位隐者相聚。注释茅茨：茅屋。扣关：敲门。僮仆：指书童。唯案几：只有桌,"","",丘为，苏州嘉兴人。事继母孝，常有灵芝生堂下。累官太子右庶子。致仕，给俸禄之半以终身。年八十馀，母尚无恙。及居忧，观察使韩滉以致仕官给禄，所以惠养老臣，不可在丧而异，惟罢春秋羊酒。卒年九十六。与刘长卿善，其赴上都也，长卿有诗送之，亦与王维为友。诗十三首。► 19篇诗文
221,晨诣超师院读禅经,柳宗元,"
汲井漱寒齿，清心拂尘服。闲持贝叶书，步出东斋读。真源了无取，妄迹世所逐。遗言冀可冥，缮性何由熟。道人庭宇静，苔色连深竹。日出雾露馀，青松如膏沐。澹然离言说，悟悦心自足。
",唐代,译文汲来清凉井水漱口刷牙，心清了再拂去衣上尘土。悠闲地捧起佛门贝叶经，信步走出东斋吟咏朗读。佛经真谛世人并无领悟，荒诞之事却为人们追逐。佛儒精义原也可望暗合，但修养本性我何以精熟。道人禅院多么幽雅清静，绿色鲜苔连接竹林深处。太阳出来照着晨雾余露，苍翠松树宛若沐后涂脂。清静使我恬淡难以言说，悟出佛理内心畅快满足。注释诣（yì）：到，往。超师院：指龙兴寺净土院；超师指住持僧重巽。禅经：佛教经典。汲（jí吉）：从井里取水。拂：抖动。贝叶书：一作“,"",创作背景　　此首诗为诗人被贬永州时所作，约写于公元806年（元和元年）。当时，柳宗元住永州龙兴寺。龙兴寺在城南，住持僧为重巽，坐禅于龙兴寺净土院，与往在龙兴寺西厢的柳宗元相邻。柳宗元于永州好佛求其道，主要是拜重巽为师，或请其讲“佛道”，或到净土院读佛经。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。► 196篇诗文
222,溪居,柳宗元,"
久为簪组累，幸此南夷谪。闲依农圃邻，偶似山林客。 晓耕翻露草，夜榜响溪石。来往不逢人，长歌楚天碧。
",唐代,译文很久来为公务所累，幸好被贬谪到南方少数民族地区。闲静无事，与农人的菜圃为邻，有的时候就像个山林中的隐士。早晨耕田，翻锄带着露水的野草，晚上撑船游玩回来，船触到溪石发出声响。独来独往，碰不到其他的人，眼望楚天一片碧绿，放声高歌。韵译长久被官职所缚不得自由， 有幸这次被贬谪来到南夷。闲时常常与农田菜圃为邻， 偶然间象个隐居山中的人。清晨我去耕作翻除带露杂草， 傍晚乘船沿着溪石哗哗前进。独往独来碰不到那庸俗之辈， 仰望楚天的碧空而高歌自娱。注释簪组：古代官吏的服饰，此指官职。束：约束,这首诗是柳宗元贬官永州时在愚溪之畔筑屋而居时的作品。诗歌表面是写在此生活的惬意自适，其实是强写欢愉，将被贬的郁愤之情隐晦写出。诗人被贬谪永州，应该是有满腹牢骚的，却在诗的开头将其称为幸事：“久为簪组柬，幸此南夷谪。”诗人认为他长久地为在朝中做官所累，幸亏贬谪南来这荒夷之地，可以让他过上闲适的生活。此两句正话反说，将不幸之事说成是幸事，表达了对朝中当权派的不满。“闲依农圃邻，偶似山林客。晓耕翻露草，夜榜响溪石”，这四句是强调在此生活的闲适之情。闲暇时与种菜的老农为邻，有时还真像是在山林隐居的人。一大早带着露水就去锄草，晚上乘船沿着溪水前进。“,创作背景　　唐顺宗永贞元年，柳宗元参加了王叔文为首的政治革新运动。由于保守势力与宦官的联合反攻，致使革新失败。因此，柳宗元被贬官到有“南荒”之称的永州。因爱西南的冉溪风景秀丽，便在溪边筑室而居，并改溪名为愚溪。这首诗描写他迁居愚溪后的生活，字里行间流露出牢骚不平。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。► 196篇诗文
223,长安遇冯著,韦应物,"
客从东方来，衣上灞陵雨。问客何为来，采山因买斧。 冥冥花正开，飏飏燕新乳。昨别今已春，鬓丝生几缕。
",唐代,译文客人从东方过来，衣服上还带着灞陵的雨。问客人为什么来，客人说为了上山砍伐树木来买斧头。百花正在悄悄地盛开，轻盈的燕子正在哺乳新雏。去年一别如今又是春天，两鬓的头发不知又生出多少。韵译你从东方回到长安来，衣裳沾满灞陵的春雨。请问你来此为了何故？你说为开山辟地买斧。冥冥春雨百花淋雨开，习习和风燕子新孵雏。去年一别如今又逢春，双鬓银丝添生了几缕？注释冯著：韦应物友人。灞陵：即霸上。在今西安市东。因汉文帝葬在这里，改名灞陵。客：即指冯著。冥冥：：是形,诗人与朋友别后重逢，对朋友的遭遇深表同情，同时予以慰勉。全诗叙事中抒情写景，以问答方式渲染气氛。既情意深长，又生动活泼，清新明快，回味无穷。它的感人，首先在于诗人心胸坦荡，思想开朗，对生活充满信心，对前途有展望，对朋友充满热情。因此他能对一位不期而遇的失意朋友充分理解，深表同情，体贴入微而又积极勉励。本诗首二句主要是说冯著刚从长安以东的地方来，还是一派名士兼隐士的风度。接着，诗人自为问答，料想冯著来长安的目的和境遇。“采山”句是俏皮话，打趣语，大意是说冯著来长安是为采铜铸钱以谋发财的，但只得到一片荆棘，还得买斧斫除。其寓意即谓谋仕不遇，心中不快。诗人自为问答，诙,创作背景　　韦应物于大历四年至十三年在长安，而冯著在大历四年离长安赴广州，约在大历十二年再到长安。这诗可能作于大历四年或十二年。冯著是韦应物的朋友，其事失传，今存诗四首。韦应物赠冯著诗，也存四首。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
224,夕次盱眙县,韦应物,"
落帆逗淮镇，停舫临孤驿。浩浩风起波，冥冥日沉夕。 人归山郭暗，雁下芦洲白。独夜忆秦关，听钟未眠客。
",唐代,"汉译卸帆留宿淮水岸边的小镇，小舫停靠着孤零零的旅驿。大风突起江上的波浪浩荡，太阳沉落大地的夜色苍黑。山昏城暗人们都回家安憩，月照芦洲雁群也落下栖息。夜晚孤独我不禁想起长安，听到岸上钟声我怎能入睡？​英译MOORING AT TWILIGHT IN XUYI DISTRICTWei YingwuFurling my sail near the town of Huai,I find for harbour a little cov","","",韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
225,东郊,韦应物,"
吏舍跼终年，出郊旷清曙。杨柳散和风，青山澹吾虑。依丛适自憩，缘涧还复去。微雨霭芳原，春鸠鸣何处。乐幽心屡止，遵事迹犹遽。终罢斯结庐，慕陶直可庶。
",唐代,译文困守官舍，使我终年地烦闷。漫步郊野，曙光荡涤我的胸襟。杨柳依依，在和风里摇曳不定。青山如画，淡泊了我的尘念俗情。斜倚树丛，我休息得多么安宁；沿着山涧，继续信步前行。微雨过后，芬芳的原野更加滋润清新，斑鸠声声，却不知在哪里欢鸣。我向来喜爱幽静，可惜总难以遂心。公务缠绕，生活常感觉迫促不宁。我终将辞谢官职，去营造茅屋一进，追随陶潜的步履，但愿得到那清雅的风情。注释跼（jú）：拘束。旷清曙：在清幽的曙色中得以精神舒畅。澹（dàn）：澄净。虑：思绪。丛：,"",创作背景　　这首诗是大历十四年（779）春在鄠县令任上作。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
226,初发扬子寄元大校书,韦应物,"
凄凄去亲爱，泛泛入烟雾。归棹洛阳人，残钟广陵树。今朝此为别，何处还相遇。世事波上舟，沿洄安得住。
",唐代,译文凄怆地离别了亲爱的朋友，船只泛泛地驶入茫茫烟雾。轻快地摇桨向着洛阳归去，晓钟残音还远绕广陵树木。今日在此我与你依依作别，何时何地我们能再次相遇？人情世事犹如波上的小船，顺流洄旋岂能由自己作主？注释扬子：指扬子津，在长江北岸，近瓜州。校书：官名。唐代的校书郎，掌管校书籍。去：离开。亲爱：相亲相爱的朋友，指元大。泛泛：行船漂浮。归棹：指从扬子津出发乘船北归洛阳。“残钟”句：意渭回望广陵，只听得晓钟的残音传自林间。广陵：江苏扬州的古称。在唐代，由扬州经运河可以直达洛,"",创作背景　　这首诗写于韦应物离开广陵（今江苏扬州）回洛阳去的途中。韦应物曾客游广陵，元大是他在广陵的朋友，诗中用“亲爱”相称，可见彼此感情颇深。公元763年，韦氏被任命为洛阳丞，在乘船离开广陵赴任洛阳的时候，对元大校书非常怀念，于是写了这首诗寄给他。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
227,寄全椒山中道士,韦应物,"
今朝郡斋冷，忽念山中客。涧底束荆薪，归来煮白石。欲持一瓢酒，远慰风雨夕。落叶满空山，何处寻行迹。
",唐代,译文今天郡斋里很冷，忽然想起山中隐居的人。你一定在涧底打柴，回来以后煮些清苦的饭菜。想带着一瓢酒去看你，让你在风雨夜里得到些安慰。可是秋叶落满空山，什么地方能找到你的行迹？注释寄：寄赠。全椒：今安徽省全椒县，唐属滁州。郡斋：滁州刺史衙署的斋舍。山中客：指全椒县西三十里神山上的道士。涧：山间流水的沟。束：捆。荆薪：杂柴。白石：《神仙传》云：“白石先生者，中黄丈人弟子也，常煮白石为粮，因就白石山居，时人故号曰白石先生。”此指山中道士艰苦的修炼生活。瓢：将干的葫芦挖空，分成两瓣，叫,此诗题目叫“寄全椒山中道士”。既然是“寄”，自然会吐露对山中道士的忆念之情。但忆念只是一层，还有更深的一层，需要读者细心领略。诗的关键在于那个“冷”字。全诗所透露的也正是在这个“冷”字上。首句既是写出郡斋气候的冷，更是写出诗人心头的冷。然后，诗人由于这两种冷而忽然想起山中的道士。山中的道士在这寒冷气候中到涧底去打柴，打柴回来却是“煮白石”。葛洪《神仙传》说有个白石先生，“尝煮白石为粮，因就白石山居。”还有道家修炼，要服食“石英”。那么“山中客”是谁就很清楚了。道士在山中艰苦修炼，诗人怀念老友，想送一瓢酒去，好让他在这秋风冷雨之夜，得到一点友,创作背景　　此诗作于唐德宗建中四年（783年）或兴元元年（784年）秋日。安史之乱后，唐玄宗奔蜀，韦应物立志读书，进士及第，官至洛阳丞，后被迫辞职后又任滁州刺史。此诗创作正值作者在滁州刺史任上。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。► 590篇诗文
228,宿王昌龄隐居,常建,"
清溪深不测，隐处唯孤云。松际露微月，清光犹为君。茅亭宿花影，药院滋苔纹。余亦谢时去，西山鸾鹤群。
",唐代,译文清溪之水深不可测，隐居之处只有孤云。松林中间明月微露，洒下清辉似为郎君。茅亭花影睡意正浓，芍药园圃滋生苔纹。我也想要谢绝世俗，来与西山鸾鹤合群。注释测：一作“极”。隐处：隐居的地方。唯：只有。犹：还，仍然。宿：比喻夜静花影如眠。药院：种芍药的庭院。滋：生长着。余：我。谢时：辞去世俗之累。鸾鹤：古常指仙人的禽鸟。群：与……为伍。,常建这首《宿王昌龄隐居》诗载于《全唐诗》卷一百四十四。下面是原北京大学教授倪其心先生对此诗的赏析。这是一首山水隐逸诗，在盛唐已传为名篇。到清代，更受“神韵派”的推崇，同《题破山寺后禅院》并为常建代表作品。此诗题曰“宿王昌龄隐居”，一是指王昌龄出仕前隐居之处，二是说当时王昌龄不在此地。王昌龄及第时大约已有三十七岁。此前，他曾隐居石门山。山在今安徽含山县境内，即此诗所说“清溪”所在。常建任职的盱眙，即今江苏盱眙，与石门山分处淮河南北。常建辞官西返武昌樊山，大概渡淮绕道不远，就近到石门山一游，并在王昌龄隐居处住了一夜。首联写,创作背景　　常建和王昌龄是唐玄宗开元十五年（727年）同科进士及第的宦友和好友。但在出仕后的经历和归宿却不大相同。此诗即作于常建辞官归隐途经王昌龄入仕前的居所，即今安徽省含山县石门山时。常建夜宿故人旧时隐居之处，触景生情，遂作此篇。,常建(708-765)，唐代诗人，字号不详，有说是邢台人或说长安（今陕西西安）人，开元十五年与王昌龄同榜进士，长仕宦不得意，来往山水名胜，过着一个很长时期的漫游生活。后移家隐居鄂渚。大历中，曾任盱眙尉。► 64篇诗文
229,感遇十二首·其四,张九龄,"
孤鸿海上来，池潢不敢顾。侧见双翠鸟，巢在三珠树。矫矫珍木巅，得无金丸惧？美服患人指，高明逼神恶。今我游冥冥，弋者何所慕！
",唐代,译文孤傲的鸿雁自海上而来，池塘河潢不敢眷顾。侧目见到了两只华丽的翠鸟，在华美的三珠树上栖息。珍贵之木的高处啊，难道不怕猎人的金弹丸？修美的品德将担心他人的嫉妒与打压，高明之位会让神鬼都深感厌恶。今日的我在冥冥之中遨游，那也独自游弋的人们将何处追求呢？注释感遇：古诗题，用于写心有所感，借物寓意之诗。诗人在贬官荆州期间作《感遇》诗12首，此处所选分别为第四、第一、第二和第七首。鸿：雁类的泛称。池潢（huang）：池塘，积水池，护城河，代指朝廷。双翠鸟：即翡翠鸟，雄为翡，雌为翠，,显然，诗中暗寓的是作者自己的遭际与感受。孤鸿是自喻，而双翠鸟则指在朝中窃据高位的李林甫、牛仙客之流。全诗以孤鸿的口气，写出了诗人的政治生活中所受到的不公正待遇和高逸的情怀。全诗共十句，可分为两层。前四句为第一层，借孤鸿所见，描写双翠鸟盛气凌人、得意忘形的神态；前两句很耐人寻味，经历过大海上的惊涛骇浪的孤鸿，对对一条小小的护城河却不敢顾，说明人世（特别是朝廷）的险恶远远超过了自然界的险恶。而在这孤鸿“不敢顾”的地方有一双小小的翡翠鸟却竟在珍贵的三珠树上营巢，高高在上，气势熏天。“侧见”有两重意义，一是说明翡翠鸟盛气凌人，不可一世，令人侧目而视；二是说纵然翡翠鸟悲气,"",张九龄(678-740) : 唐开元尚书丞相，诗人。字子寿，一名博物，汉族，韶州曲江（今广东韶关市）人。长安年间进士。官至中书侍郎同中书门下平章事。后罢相，为荆州长史。诗风清淡。有《曲江集》。他是一位有胆识、有远见的著名政治家、文学家、诗人、名相。他忠耿尽职，秉公守则，直言敢谏，选贤任能，不徇私枉法，不趋炎附势，敢与恶势力作斗争，为“开元之治”作出了积极贡献。他的五言古诗，以素练质朴的语言，寄托深远的人生慨望，对扫除唐初所沿习的六朝绮靡诗风，贡献尤大。誉为“岭南第一人”。► 223篇诗文
230,感遇十二首·其一,张九龄,"
兰叶春葳蕤，桂华秋皎洁。欣欣此生意，自尔为佳节。谁知林栖者，闻风坐相悦。草木有本心，何求美人折！
",唐代,译文春天里的幽兰翠叶纷披，秋天里的桂花皎洁清新。世间的草木勃勃的生机，自然顺应了美好的季节。谁想到山林隐逸的高人，闻到芬芳因而满怀喜悦。草木散发香气源于天性，怎么会求观赏者攀折呢！注释兰：此指兰草。 葳蕤：枝叶茂盛而纷披桂华：桂花，“华”同“花”。生意：生机勃勃自尔：自然地 。佳节：美好的季节林栖者：山中隐士 坐：因而本心：天性美人：指林栖者山林高士、隐士闻风：闻到芳香。坐：因为。葳,"","",张九龄(678-740) : 唐开元尚书丞相，诗人。字子寿，一名博物，汉族，韶州曲江（今广东韶关市）人。长安年间进士。官至中书侍郎同中书门下平章事。后罢相，为荆州长史。诗风清淡。有《曲江集》。他是一位有胆识、有远见的著名政治家、文学家、诗人、名相。他忠耿尽职，秉公守则，直言敢谏，选贤任能，不徇私枉法，不趋炎附势，敢与恶势力作斗争，为“开元之治”作出了积极贡献。他的五言古诗，以素练质朴的语言，寄托深远的人生慨望，对扫除唐初所沿习的六朝绮靡诗风，贡献尤大。誉为“岭南第一人”。► 223篇诗文
231,感遇十二首·其二,张九龄,"
幽人归独卧，滞虑洗孤清。持此谢高鸟，因之传远情。日夕怀空意，人谁感至精？飞沈理自隔，何所慰吾诚?
",唐代,"",这是一种修行境界在打坐中感受到淡泊明智、宁静致远。这种心如虚空唯一至精的感受谁能知道呢？对自己还没有达道的功夫的谦虚还是经常有一点心乱，想更上一个境界一念不生是谓诚。,"",张九龄(678-740) : 唐开元尚书丞相，诗人。字子寿，一名博物，汉族，韶州曲江（今广东韶关市）人。长安年间进士。官至中书侍郎同中书门下平章事。后罢相，为荆州长史。诗风清淡。有《曲江集》。他是一位有胆识、有远见的著名政治家、文学家、诗人、名相。他忠耿尽职，秉公守则，直言敢谏，选贤任能，不徇私枉法，不趋炎附势，敢与恶势力作斗争，为“开元之治”作出了积极贡献。他的五言古诗，以素练质朴的语言，寄托深远的人生慨望，对扫除唐初所沿习的六朝绮靡诗风，贡献尤大。誉为“岭南第一人”。► 223篇诗文
232,感遇·江南有丹橘,张九龄,"
江南有丹橘，经冬犹绿林。岂伊地气暖？自有岁寒心。可以荐嘉客，奈何阻重深。运命惟所遇，循环不可寻。徒言树桃李，此木岂无阴？
",唐代,译文江南丹桔叶茂枝繁，经冬不凋四季常青。岂止南国地气和暖，而是具有松柏品性。荐之嘉宾必受称赞，山重水阻如何进献？命运遭遇往往不一，因果循环奥秘难寻。只说桃李有果有林，难道丹桔就不成阴？注释伊：语助词。岁寒心：意即耐寒的特性。荐：进奉意。树：种植意。,"",创作背景　　唐玄宗开元二十五年（737年），张九龄由尚书丞相贬为荆州长史。晚年遭馋毁，忠而被贬，“每读韩非《孤愤》，涕泣沾襟”（徐浩《张公神道碑》），遂作《感遇十二首》。,张九龄(678-740) : 唐开元尚书丞相，诗人。字子寿，一名博物，汉族，韶州曲江（今广东韶关市）人。长安年间进士。官至中书侍郎同中书门下平章事。后罢相，为荆州长史。诗风清淡。有《曲江集》。他是一位有胆识、有远见的著名政治家、文学家、诗人、名相。他忠耿尽职，秉公守则，直言敢谏，选贤任能，不徇私枉法，不趋炎附势，敢与恶势力作斗争，为“开元之治”作出了积极贡献。他的五言古诗，以素练质朴的语言，寄托深远的人生慨望，对扫除唐初所沿习的六朝绮靡诗风，贡献尤大。誉为“岭南第一人”。► 223篇诗文
233,春泛若耶溪,綦毋潜,"
幽意无断绝，此去随所偶。晚风吹行舟，花路入溪口。际夜转西壑，隔山望南斗。潭烟飞溶溶，林月低向后。生事且弥漫，愿为持竿叟。
",唐代,译文我寻幽探胜的心意没有定止，随着一路看见的景色生发不已。晚风吹送我的行舟，沿着开满鲜花的河岸荡入溪口。星夜又转过西边的山岭，隔山仰望天上的南斗。潭底升起溶溶的烟雾，林中月亮仿佛低落在行舟的背后。世事何等地纷繁渺茫，不如做一名隐居的钓叟。注释若耶溪：在今浙江省绍兴市东南，相传为西施浣纱处。《寰宇记》记载：“若耶溪在会稽县东二十八里。”《水经注》记载：“若耶溪水，上承嶕岘麻溪，溪之下孤潭周数亩，麻潭下注若耶溪。水至清，照众山倒影，窥之如画。”幽意：寻幽的心意。偶：遇。刘熙《释名,这首五言古体诗大约是綦毋潜因安史之乱爆发而归隐之后创作的作品。诗人在一个春江花月之夜，泛舟若耶溪，滋生出无限幽美的情趣。此诗开篇“幽意无断绝”句，以“幽意”二字透露了全诗的主旨，即幽居独处，不与世事，放任自适的意趣。这种“幽意”支配着他的人生，不曾“断绝”，因此，他这次出游只是轻舟荡漾，任其自然，故云“此去随所偶”。“偶”即“遇”。诗人在这里流露出一种随遇而安的情绪。以下写泛舟的时间和路线，描写沿岸景物。“晚风吹行舟，花路入溪口”，习习晚风，吹拂着游船，船儿任凭轻风吹送，转入春花夹岸的溪口，恍如进了武陵桃源胜境，多么清幽，多么闲适！“晚”字,"",綦毋潜（692-749），字孝通，虔州（今江西南康）人，唐代著名诗人。开元十四年（726年）进士及第，授宜寿（今陕西周至）尉，迁左拾遗，终官著作郎，安史之乱后归隐，游江淮一代，后不知所终。綦毋潜才名盛于当时，与许多著名诗人如：李颀、王维、张九龄、储光羲、孟浩然、卢象、高适、韦应物过从甚密，其诗清丽典雅，恬淡适然，后人认为他诗风接近王维。《全唐诗》收录其诗1卷，共26首，内容多为记述与士大夫寻幽访隐的情趣，代表作《春泛若耶溪》选入《唐诗三百首》。► 27篇诗文
